full,last,first,link,citations,h-index,i10,t10,university,rank,UniversityID,comment,trim,,,,
"Childs, Hank",Childs,Hank,https://scholar.google.com/citations?user=1SJPBDAAAAAJ&hl=en&oi=ao,3780,29,68,90,University of Oregon  ,Full,143,Associate to Full,*,,,,
"Choi, Jee",Choi,Lee,https://scholar.google.com/citations?hl=en&user=yCA985IAAAAJ,1257,13,17,18,University of Oregon  ,Assistant,143,New,*,,,,
"Dou, Dejing",Dou,Dejing,https://scholar.google.com/citations?user=qBHsQ04AAAAJ&hl=en&oi=ao,3703,28,69,79,University of Oregon  ,Full,143,,*,,,,
"Durairajan, Ramakrishnan",Durairajan,Ramakrishnan,https://scholar.google.com/citations?user=6jzveA4AAAAJ&hl=en,447,12,14,17,University of Oregon  ,Assistant,143,,*,,,,
"Erickson, Brittany",Erickson,Brittany,,,,,,University of Oregon  ,Assistant,143,New,*,,,,
"Fickas, Stephen",Fickas,Stephen,https://scholar.google.com/citations?user=9qA78uUAAAAJ&hl=en&oi=ao,8770,31,70,117,University of Oregon  ,Full,143,,*,,,,
"Hornof, Anthony",Hornof,Anthony,https://scholar.google.com/citations?user=qmc-hR0AAAAJ&hl=en&oi=ao,2202,24,34,71,University of Oregon  ,Full,143,Associate to Full,*,,,,
"Jiao, Lei",Jiao,Lei,https://scholar.google.com/citations?user=xyM35qUAAAAJ&hl=en,936,17,26,24,University of Oregon  ,Assistant,143,,*,,,,
"Li, Jun",Li,Jun,,,,,,University of Oregon  ,Full,143,,*,,,,
"Li, Yingjiu",Li,Yingjiu,https://scholar.google.com/citations?hl=en&user=Z4ReDEMAAAAJ,4777,39,95,99,University of Oregon  ,Full,143,New,*,,,,
"Lowd, Daniel",Lowd,Daniel,https://scholar.google.com/citations?user=IrcFO1AAAAAJ&hl=en&oi=ao,4212,24,35,99,University of Oregon  ,Associate,143,,*,,,,
"Malony, Allen",Malony,Allen,https://scholar.google.com/citations?user=SYBxenEAAAAJ&hl=en&oi=ao,8216,42,157,128,University of Oregon  ,Full,143,,*,,,,
"Nguyen, Thanh",Nguyen,Thanh,https://scholar.google.com/citations?hl=en&user=6fpZnQIAAAAJ,931,14,20,34,University of Oregon  ,Assistant,143,New,*,,,,
"Nguyen, Thien",Nguyen,Thien,https://scholar.google.com/citations?user=Da2FhegAAAAJ&hl=en,1845,19,26,43,University of Oregon  ,Assistant,143,,*,,,,
"Norris, Boyana",Norris,Boyana,https://scholar.google.com/citations?user=prJFPwUAAAAJ&hl=en&oi=ao,2328,24,43,48,University of Oregon  ,Associate,143,,*,,,,
"Rejaie, Reza",Rejaie,Reza,https://scholar.google.com/citations?user=dgRIYXIAAAAJ&hl=en,8989,40,63,286,University of Oregon  ,Full,143,,*,,,,
"Shi, Humphrey",Shi,Humphrey,https://scholar.google.com/citations?hl=en&user=WBvt5A8AAAAJ,2416,20,27,52,University of Oregon  ,Assistant,143,New,*,,,,
"Sventek, Joe",Sventek,Joe,https://scholar.google.com/citations?user=U_VRZucAAAAJ&hl=en&oi=ao,2362,27,63,50,University of Oregon  ,Full,143,,*,,,,
"Wilson, Chris",Wilson,Chris,,,,,,University of Oregon  ,Associate,143,,*,,,,
"Young, Michal",Young,Michal,https://scholar.google.com/citations?user=rhogjK0AAAAJ&hl=en&oi=ao,2130,20,34,51,University of Oregon  ,Associate,143,,*,,,,
Shivani Agarwal,Agarwal,Shivani,https://scholar.google.com/citations?hl=en&user=Q4ErnU4AAAAJ,4394,28,46,101,University of Pennsylvania  ,Associate,144,,*,,,,
Rajeev Alur,Alur,Rajeev,https://scholar.google.com/citations?user=kWnv_YkAAAAJ&hl=en,46286,89,228,908,University of Pennsylvania  ,Full,144,,*,,,,
Sebastian Angel,Angel,Sebastian ,https://scholar.google.com/citations?hl=en&user=pNaNj8EAAAAJ,837,8,7,3,University of Pennsylvania  ,Assistant,144,New,*,,,,
Norman I. Badler,Badler,Norman I.,https://scholar.google.com/citations?user=e8e5qGcAAAAJ&hl=en,20793,74,209,354,University of Pennsylvania  ,Full,144,,*,,,,
Matthew Blaze,Blaze,Matthew,,,,,,University of Pennsylvania  ,Full,144,Not listed,-,,,,
Ryan Baker,Baker,Ryan ,https://scholar.google.com/citations?hl=en&user=hvs8PEoAAAAJ,19020,61,215,410,University of Pennsylvania  ,Associate,144,New,*,,,,
Yoseph Barash,Barash,Yoseph ,https://scholar.google.com/citations?hl=en&user=U5G4TJAAAAAJ,4754,23,30,110,University of Pennsylvania  ,Associate,144,Assistant to Associate,*,,,,
Chris Callison-Burch,Callison-Burch,Chris,https://scholar.google.com/citations?user=nv-MV58AAAAJ&hl=en,19563,51,133,383,University of Pennsylvania  ,Associate,144,,*,,,,
Pratik Chaudhari,Chaudhari,Pratik ,https://scholar.google.com/citations?hl=en&user=c_z5hWEAAAAJ,964,12,13,17,University of Pennsylvania  ,Assistant,144,"New, electrical and Sys Eng & CIS prof, research in Machine learning and computer vision",*,,,,
Konstantinos Daniilidis,Daniilidis,Kostas,https://scholar.google.com/citations?user=dGs2BcIAAAAJ&hl=en,16055,72,175,249,University of Pennsylvania  ,Full,144,,*,,,,
Susan B. Davidson,Davidson,Susan B.,https://scholar.google.com/citations?user=LW4lnZYAAAAJ&hl=en,10483,48,109,265,University of Pennsylvania  ,Full,144,,*,,,,
Anindya De,De,Anindya ,https://scholar.google.com/citations?hl=en&user=lPM8k54AAAAJ,923,17,23,37,University of Pennsylvania  ,Assistant,144,New,*,,,,
Andre DeHon,DeHon,Andre ,https://scholar.google.com/citations?hl=en&user=nintPk8AAAAJ,14618,57,131,354,University of Pennsylvania  ,Full,144,"New, Electrical and Sys Engineering & CIS prof, research in Architecture and Compilers, Spatial Computing, Microelectronics",*,,,,
Joe Devietti,Devietti,Joe,https://scholar.google.com/citations?hl=en&user=0o1C8ykAAAAJ,1980,18,25,47,University of Pennsylvania  ,Associate,144,Assistant to Associate,*,,,,
Jean Gallier,Gallier,Jean,https://scholar.google.com/citations?user=kYK4tvsAAAAJ&hl=en,6673,36,67,139,University of Pennsylvania  ,Full,144,,*,,,,
Jacob Gardner,Gardner,Jacob ,https://scholar.google.com/citations?hl=en&user=0gkajvEAAAAJ,1189,16,17,38,University of Pennsylvania  ,Assistant,144,New,*,,,,
James Gee,Gee,James ,https://scholar.google.com/citations?hl=en&user=MIjWr_8AAAAJ,34176,73,267,455,University of Pennsylvania  ,Associate,144,"New, radiologic Science & CIS prof, research in info systems, computational bio",*,,,,
Sudipto Guha,Guha,Sudipto,https://scholar.google.com/citations?user=zHCTHbYAAAAJ&hl=en&oi=ao,22733,59,104,580,University of Pennsylvania  ,Associate,144,Not listed,-,,,,
Andreas Haeberlen,Haeberlen,Andreas,https://scholar.google.com/citations?user=kqPhodQAAAAJ&hl=en,6067,36,66,140,University of Pennsylvania  ,Associate,144,,*,,,,
Hamed Hassani,Hassani,Hamed ,https://scholar.google.com/citations?hl=en&user=M9V6y-0AAAAJ,2494,32,50,76,University of Pennsylvania  ,Assistant,144,"New, Electrical Engineering & CIS prof, research in coding & information theory, machine learning",*,,,,
Nadia Heninger,Heninger,Nadia,https://scholar.google.com/citations?user=okx33sUAAAAJ&hl=en,4463,24,31,108,University of Pennsylvania  ,Assistant,144,Adjunct Associate Professor,-,,,,
Zachary Ives,Ives,Zachary,https://scholar.google.com/citations?user=2wJaIkEAAAAJ&hl=en,13005,40,80,280,University of Pennsylvania  ,Full,144,,*,,,,
Dinesh Jayaraman,Jayaraman,Dinesh ,https://scholar.google.com/citations?hl=en&user=QxLpghAAAAAJ,1636,17,19,48,University of Pennsylvania  ,Assistant,144,"New, CIS & Electrical Engineering prof, research in computer vision",*,,,,
Chenfanfu Jiang,Jiang,Chenfanfu,https://scholar.google.com/citations?user=jTivVMEAAAAJ&hl=en,1724,23,36,62,University of Pennsylvania  ,Assistant,144,,*,,,,
Yasmin Kafai,Kafai,Yasmin ,https://scholar.google.com/citations?hl=en&user=kQEsTycAAAAJ,18472,58,158,296,University of Pennsylvania  ,Full,144,"new, learning theory and CIS prof, research in learning science, gaming, media arts design and programming",*,,,,
Sampath Kannan,Kannan,Sampath,https://scholar.google.com/citations?user=aiPgs4oAAAAJ&hl=en,10659,45,104,244,University of Pennsylvania  ,Full,144,,*,,,,
Michael Kearns,Kearns,Michael,https://scholar.google.com/citations?user=8iQk0DIAAAAJ&hl=en,23465,71,164,533,University of Pennsylvania  ,Full,144,,*,,,,
Sanjeev Khanna,Khanna,Sanjeev,https://scholar.google.com/citations?user=HriWXcEAAAAJ&hl=en,15771,67,178,233,University of Pennsylvania  ,Full,144,,*,,,,
Junhyong Kim,Kim,Junhyong,,,,,,University of Pennsylvania  ,Full,144,New,*,,,,
Daniel E. Koditschek,Koditschek,Daniel,https://scholar.google.com/citations?hl=en&user=K_PZFhEAAAAJ,21151,65,184,439,University of Pennsylvania  ,Full,144,New,*,,,,
Konrad Paul Kording,Kording,Konrad,https://scholar.google.com/citations?hl=en&user=MiFqJGcAAAAJ,15610,57,175,301,University of Pennsylvania  ,Full,144,New,*,,,,
Vijay Kumar,Kumar,Vijay,https://scholar.google.com/citations?hl=en&user=FUOEBDUAAAAJ,55218,111,721,694,University of Pennsylvania  ,Full,144,New,*,,,,
Insup Lee,Lee,Insup,https://scholar.google.com/citations?user=kBGGEjUAAAAJ&hl=en,19522,65,342,235,University of Pennsylvania  ,Full,144,,*,,,,
Benjamin C. Lee,Lee,Benjamin,https://scholar.google.com/citations?hl=en&user=4Tnj6PcAAAAJ,7048,27,40,169,University of Pennsylvania  ,Full,144,"New, Comp & info Scie and Electrical and Sys Engineering - research in Data Science ",*,,,,
Jing (Jane) Li,Li,Jing ,https://scholar.google.com/citations?user=QGYL3tAAAAAJ,1728,23,36,47,University of Pennsylvania  ,Associate,144,"New. Electrical and Sys Engineering and Comp & info Sci, research in Architecture and Compilers, Machine Learning",*,,,,
Mark Liberman,Liberman,Mark ,https://scholar.google.com/citations?hl=en&user=R--JjPoAAAAJ,17454,48,121,279,University of Pennsylvania  ,Full,144,New,*,,,,
Vincent Liu,Liu,Vincent,https://scholar.google.com/citations?user=QSFze84AAAAJ&hl=en,1655,13,13,20,University of Pennsylvania  ,Assistant,144,,*,,,,
Boon Thau Loo,Loo,Boon Thau,https://scholar.google.com/citations?user=HF2G3LAAAAAJ&hl=en,7990,41,111,227,University of Pennsylvania  ,Full,144,,*,,,,
Rahul Mangharam,Mangharam,Rahul ,https://scholar.google.com/citations?hl=en&user=b9WsJN4AAAAJ,5481,38,86,135,University of Pennsylvania  ,Associate,144,"Electrical and Sys Engineering and Comp & info Sci, research in embedded systems, medical devices, energy efficient building automation, automotive systems",*,,,,
Mitchell P. Marcus,Marcus,Mitchell P.,https://scholar.google.com/citations?user=niE2OkIAAAAJ&hl=en,22307,41,73,344,University of Pennsylvania  ,Full,144,Retired,-,,,,
Max Mintz,Mintz,Max,,,,,,University of Pennsylvania  ,Full,144,,*,,,,
Mayur Naik,Naik,Mayur,https://scholar.google.com/citations?user=fmsV6nEAAAAJ&hl=en&oi=ao,8382,32,53,212,University of Pennsylvania  ,Full,144,New,*,,,,
Ani Nenkova,Nenkova,Ani,https://scholar.google.com/citations?user=vXQdb5kAAAAJ&hl=en,9082,48,92,260,University of Pennsylvania  ,Associate,144,,*,,,,
George J. Pappas,Pappas,George ,https://scholar.google.com/citations?hl=en&user=Kia-4B0AAAAJ,33528,92,353,474,University of Pennsylvania  ,Full,144,"New, Electrical & CIS - Machine Learning research",*,,,,
Robin Pemantle,Pemantle,Robin,,,,89,179,University of Pennsylvania  ,Full,144,New,*,,,,
Linh Thi Xuan Phan,Phan,Linh Thi Xuan,https://scholar.google.com/citations?user=ojH7GEgAAAAJ&hl=en&oi=ao,1579,25,37,51,University of Pennsylvania  ,Associate,144,Assistant to Associate,*,,,,
Benjamin C. Pierce,Pierce,Benjamin C.,https://scholar.google.com/citations?user=2kkddh0AAAAJ&hl=en,20544,64,166,479,University of Pennsylvania  ,Full,144,,*,,,,
Joshua B. Plotkin,Plotkin,Joshua,https://scholar.google.com/citations?hl=en&user=WANIT2oAAAAJ,13793,54,109,319,University of Pennsylvania  ,Full,144,New,*,,,,
Michael Posa,Posa,Michael,https://scholar.google.com/citations?hl=en&user=DCSFMuAAAAAJ,969,8,8,7,University of Pennsylvania  ,Assistant,144,New,*,,,,
Tal Rabin,Rabin,Tal ,https://scholar.google.com/citations?user=18exh0MAAAAJ&hl=en&oi=ao,14329,48,80,411,University of Pennsylvania  ,Full,144,New,*,,,,
Aaron Roth,Roth,Aaron,https://scholar.google.com/citations?user=kLUQrrYAAAAJ&hl=en,10045,43,89,208,University of Pennsylvania  ,Full,144,Associate to Full,*,,,,
Dan Roth,Roth,Dan,https://scholar.google.com/citations?user=WHOHV3AAAAAJ&hl=en,31468,82,310,537,University of Pennsylvania  ,Full,144,,*,,,,
Harvey Rubin,Rubin,Harvey,NaN,,,108,146,University of Pennsylvania  ,Full,144,New,*,,,,
Andre Scedrov,Scedrov,Andre ,https://scholar.google.com/citations?hl=en&user=F-kvxQoAAAAJ,9218,43,104,255,University of Pennsylvania  ,Full,144,"New, Math and CIS prof research in Security and Information Assurance | Logic and Computation",*,,,,
Jianbo Shi,Shi,Jianbo,https://scholar.google.com/citations?user=Sm14jYIAAAAJ&hl=en,44154,53,95,660,University of Pennsylvania  ,Full,144,,*,,,,
Jonathan M. Smith,Smith,Jonathan M.,https://scholar.google.com/citations?user=QiiyLtgAAAAJ&hl=en,14510,52,137,243,University of Pennsylvania  ,Full,144,,*,,,,
Weijie Su,Su,Weijie,https://scholar.google.com/citations?hl=en&user=Uhf4nBkAAAAJ,1510,14,17,26,,Assistant,,New,*,,,,
Cynthia Sung,Sung,Cynthia,https://scholar.google.com/citations?hl=en&user=FqKcLDQAAAAJ,710,13,14,22,,Assistant,,New,*,,,,
Val Tannen,Tannen,Val,,,,,,University of Pennsylvania  ,Full,144,,*,,,,
Camillo J. Taylor,Taylor,Camillo J.,https://scholar.google.com/citations?user=vMDCJHcAAAAJ&hl=en,,,,,University of Pennsylvania  ,Full,144,,*,,,,
Lyle Ungar,Ungar,Lyle,https://scholar.google.com/citations?user=KCiDjbkAAAAJ&hl=en,34900,79,259,871,University of Pennsylvania  ,Full,144,,*,,,,
Rakesh V. Vohra,Vohra,Rakesh,https://scholar.google.com/citations?hl=en&user=JnWSU4oAAAAJ,8215,39,96,190,University of Pennsylvania  ,Full,144,New,*,,,,
Duncan Watts,Watts,Duncan ,https://scholar.google.com/citations?hl=en&user=LhOAiXMAAAAJ,104956,56,81,2056,University of Pennsylvania  ,Full,144,New,*,,,,
Scott Weinstein,Weinstein,Scott ,NaN,,,45,71,University of Pennsylvania  ,Full,144,"New, Philosophy and CIS prof, research in logic and computation",*,,,,
Stephanie Weirich,Weirich,Stephanie,https://scholar.google.com/citations?user=-vC_l2kAAAAJ&hl=en,4255,33,62,110,University of Pennsylvania  ,Full,144,,*,,,,
Charles Yang,Yang,Charles,NaN,,,32,136,University of Pennsylvania  ,Full,144,New,*,,,,
Mark Yim,Yim,Mark ,https://scholar.google.com/citations?hl=en&user=6zm5XD8AAAAJ,11037,49,147,274,University of Pennsylvania  ,Full,144,New,*,,,,
Christopher S. Yoo,Yoo,Christopher,https://scholar.google.com/citations?user=DbgSeeIAAAAJ&hl=en,4829,36,67,143,University of Pennsylvania  ,Full,144,New,*,,,,
Steve Zdancewic,Zdancewic,Steve,https://scholar.google.com/citations?user=19kNRU0AAAAJ&hl=en,7507,48,81,216,University of Pennsylvania  ,Full,144,,*,,,,
Daniel Ahn,Ahn,Daniel,,,,,,University of Pittsburgh  ,Assistant,145,Teaching Assistant Professor,-,,,,
Malihe Alikhani,Alikhani,Malihe,https://scholar.google.com/citations?hl=en&user=w24_ETkAAAAJ,48,4,2,1,University of Pittsburgh  ,Assistant,145,New,*,,,,
Amy Babay,Babay,Amy,https://scholar.google.com/citations?hl=en&user=oe8ReQUAAAAJ,87,6,5,1,University of Pittsburgh  ,Assistant,145,New,*,,,,
Jacob Biehl,Biehl,Jacob,https://scholar.google.com/citations?hl=en&user=LYy73WkAAAAJ,1719,20,32,51,University of Pittsburgh  ,Associate,145,,*,,,,
Shi-Kuo Chang,Chang,Shi-Kuo,,,,,,University of Pittsburgh  ,Full,145,,*,,,,
Bruce R. Childers,Childers,Bruce,,,,,,University of Pittsburgh  ,Full,145,,*,,,,
Panos Chrysanthis,Chrysanthis,Panos,https://scholar.google.com/citations?user=AQA5QtAAAAAJ&hl=en,6737,37,148,122,University of Pittsburgh  ,Full,145,,*,,,,
Paul Cohen,Cohen,Paul,https://scholar.google.com/citations?hl=en&user=8DeZgKkAAAAJ,15454,54,178,235,University of Pittsburgh  ,Full,145,New,*,,,,
Milos Hauskrecht,Hauskrecht,Milos,https://scholar.google.com/citations?user=ylK19VUAAAAJ&hl=en,4519,32,72,92,University of Pittsburgh  ,Full,145,,*,,,,
Rebecca Hwa,Hwa,Rebecca,https://scholar.google.com/citations?user=T8-BGRsAAAAJ&hl=en,3114,27,44,77,University of Pittsburgh  ,Full,145,Associate to Full,*,,,,
Seong Jae Hwang,Hwang,Seong,https://scholar.google.com/citations?hl=en&user=d4WCQbUAAAAJ,116,6,3,3,University of Pittsburgh  ,Assistant,145,New,*,,,,
Xiaowei Jia,Jia,Xiaowei,https://scholar.google.com/citations?hl=en&user=mIvajOgAAAAJ,561,14,18,22,University of Pittsburgh  ,Assistant,145,New,*,,,,
Adriana I. Kovashka,Kovashka,Adriana,https://scholar.google.com/citations?user=Dl949GoAAAAJ&hl=en,1882,16,19,46,University of Pittsburgh  ,Assistant,145,,*,,,,
Alexandros Labrinidis,Labrinidis,Alexandros,https://scholar.google.com/citations?user=UR4eDW4AAAAJ&hl=en,5474,30,73,88,University of Pittsburgh  ,Full,145,,*,,,,
John R. Lange,Lange,John,,,,,,University of Pittsburgh  ,Associate,145,Assistant to Associate,*,,,,
Adam J. Lee,Lee,Adam,https://scholar.google.com/citations?hl=en&user=1IoFK0oAAAAJ,2289,24,49,49,University of Pittsburgh  ,Full,145,Associate to Full,*,,,,
Stephen Lee,Lee,Stephen,https://scholar.google.com/citations?hl=en&user=qsjlH3AAAAAJ,395,9,9,9,University of Pittsburgh  ,Assistant,145,New,*,,,,
Diane J. Litman,Litman,Diane,https://scholar.google.com/citations?user=8MFFVgEAAAAJ&hl=en,13153,58,184,243,University of Pittsburgh  ,Full,145,,*,,,,
Rami Melhem,Melhem,Rami,https://scholar.google.com/citations?user=017pCpkAAAAJ&hl=en,13626,59,224,229,University of Pittsburgh  ,Full,145,Retired,-,,,,
Daniel Mosse,Mosse,Daniel,https://scholar.google.com/citations?user=O1FZe5EAAAAJ&hl=en,10595,53,156,191,University of Pittsburgh  ,Full,145,,*,,,,
Kirk R. Pruhs,Pruhs,Kirk,https://scholar.google.com/citations?user=Alc-aWoAAAAJ&hl=en,6646,43,110,160,University of Pittsburgh  ,Full,145,,*,,,,
Xulong Tang,Tang,Xulong,https://scholar.google.com/citations?hl=en&user=jmjRUi4AAAAJ,457,11,12,13,University of Pittsburgh  ,,145,,*,,,,
Erin Walker,Walker,Erin,https://scholar.google.com/citations?hl=en&user=5P7Vo2IAAAAJ,1301,20,34,43,University of Pittsburgh  ,Associate,145,New,*,,,,
Jingtao Wang,Wang,Jingtao,https://scholar.google.com/citations?user=BH__nV0AAAAJ&hl=en,1857,21,34,45,University of Pittsburgh  ,Assistant,145,Not listed,-,,,,
Janyce M. Wiebe,Wiebe,Janyce,https://scholar.google.com/citations?user=EDC2EP0AAAAJ&hl=en,23006,58,112,634,University of Pittsburgh  ,Full,145,Not listed,-,,,,
"Zhang, Youtao ",Zhang,Youtao,https://scholar.google.com/citations?user=zvbUOD8AAAAJ&hl=en,6607,37,88,168,University of Pittsburgh  ,Associate,145,,*,,,,
"Znati, Taieb",Znati,Taieb,https://scholar.google.com/citations?hl=en&user=UnixVNQAAAAJ,8299,35,100,99,University of Pittsburgh  ,Full,145,Retired,*,,,,
"Allen, James F.",Allen,James F.,https://scholar.google.com/citations?user=FzzeDG4AAAAJ&hl=en&oi=sra,77841,98,428,1409,University of Rochester  ,Full,146,,*,,,,
"Bai, Zhen",Bai,Zhen,https://scholar.google.com/citations?hl=en&user=E12onj8AAAAJ,305,8,7,5,University of Rochester  ,Assistant,146,,*,,,,
"Chriswell, John",Chriswell,John,https://scholar.google.com/citations?user=jGZab7kAAAAJ&hl=en&oi=ao,1290,13,15,26,University of Rochester  ,Associate,146,Assistant to Associate,*,,,,
"Ding, Chen",Ding,Chen,https://scholar.google.com/citations?user=tqPp3koAAAAJ&hl=en,4587,32,77,103,University of Rochester  ,Full,146,,*,,,,
"Dwarkadas, Sandhya",Dwarkadas,Sandhya,https://scholar.google.com/citations?user=L1pb8GUAAAAJ&hl=en&oi=ao,13157,51,110,296,University of Rochester  ,Full,146,,*,,,,
"Ferguson, George",Ferguson,George,,,,,,University of Rochester  ,Associate,146,Associate Professor (Instruction) Co-Director Computer Science Undergraduate Program,?,,,,
"Gildea, Daniel",Gildea,Daniel,,,,,,University of Rochester  ,Full,146,,*,,,,
"Hemaspaandra, Lane A",Hemaspaandra,Lane A,https://scholar.google.com/citations?user=_LsUHeoAAAAJ&hl=en&oi=ao,7805,44,148,149,University of Rochester  ,Full,146,,*,,,,
"Hoque, M. Ehsan",Hoque,M. Ehsan,https://scholar.google.com/citations?user=ZJrR0KQAAAAJ,2314,28,58,51,University of Rochester  ,Associate,146,Assistant to Associate,*,,,,
"Jacobs, Robert A.",Jacobs,Robert ,https://scholar.google.com/citations?hl=en&user=Fl7EBc8AAAAJ,17813,40,69,279,University of Rochester  ,Full,146,New,*,,,,
"Kautz, Henry",Kautz,Henry,https://scholar.google.com/citations?user=WxQyOYQAAAAJ&hl=en&oi=ao,32821,79,177,790,University of Rochester  ,Full,146,,*,,,,
"Liu, Ji",Liu,Ji,https://scholar.google.com/citations?user=RRzVwKkAAAAJ&hl=en&oi=ao,6522,36,71,153,University of Rochester  ,Assistant,146,Not listed,-,,,,
"Luo, Jiebo",Luo,Jiebo,https://scholar.google.com/citations?user=CcbnBvgAAAAJ&hl=en&oi=ao,30622,96,354,369,University of Rochester  ,Full,146,Associate to Full,*,,,,
"Nargesian, Fatemeh",Nargesian,Fatemeh,https://scholar.google.com/citations?hl=en&user=QAXc7SwAAAAJ,313,8,8,4,University of Rochester  ,Assistant,146,New,*,,,,
